sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality
female,椋野 美智子,むくの みちこ,3202866,1956,,,,,,,,
female,新妻 イト,にいづま イト,3291241,1890,,,,,,,,
female,宗像 直子,むなかた なおこ,3630382,1962,,,,,東京大学法学部卒業,,1962年,{{JPN}}
female,藤井 真理子,ふじい まりこ,3850549,1955,,,,,,,,
female,廣瀬 律子,ひろせ りつこ,3926775,1967,,,,,,,,
female,堀井 奈津子,ほりい なつこ,4074007,1967,,,,,,,,
female,西垣 淳子,にしがき あつこ,4496063,1969,,,,,,,,
female,宮本 悦子,みやもと えつこ,4502339,1968,,,,,,,,
female,林 伴子,はやし ともこ,4528084,1965,,,,,,,,
female,宮崎 恵子,みやざき けいこ,4579328,,,,,,,,,
female,山川 菊栄,やまかわ きくえ,650623,1890,,,,婦人運動家、評論家、作家,,{{JPN}} 東京府東京市麹町区四番町（現：千代田区九段北）,{{birth date|1890|11|3}},{{JPN}}
female,石井 美紀,いしい みき,682367,1969,,156cm,50kg,,,千葉県船橋市,{{生年月日と年齢|1969|7|18}},
female,坂本 真喜子,さかもと まきこ,711117,1985,,,,,,,{{生年月日と年齢|1985|11|20}},{{JPN}}
female,葛城 奈海,かつらぎ なみ,1079138,1970,,,,ジャーナリスト政治活動家,東京大学農学部卒業,{{JPN}} 東京都足立区西新井[https://www.pro-tanc.com/female/katsuraginami/ 葛城 奈海｜有限会社 プロダクション・タンク],{{生年月日と年齢|1970|02|06}},{{JPN}}
female,小西 ゆかり,こにし ゆかり,1332213,1979,,162cm,55kg,,,,{{birth date and age|1979|1|11}}{{Cite web|和書 |url=https://www.joc.or.jp/games/asia/2018/japan/rifleshooting/team/konishiyukari.html |title=小西 ゆかり (ライフル射撃) - ジャカルタ・パレンバアジア競技大会2018 - JOC |author= |date=2018年8月18日 |work= |format= |publisher=日本オリンピック委員会 |accessdate=2020年1月10日}},{{JPN}}
female,佐波 優子,さなみ ゆうこ,1988130,1979,,,,ジャーナリスト、キャスター,桐朋学園芸術短期大学慶應義塾大学環境情報学部,{{JPN}} 秋田県,{{Birth year and age|1979}},
female,國原 頼子,くにはら よりこ,1990709,1985,,,,,,,,
female,上野 巴恵,うえの ともえ,2017237,1989,,,,,,,,
female,今鉾 一恵,いまほこ かずえ,2055155,1982,,,,,,,,
female,池田 ひとみ,いけだ ひとみ,2328280,1985,,,,,,,,
female,太田 晴奈,おおた はるな,2461013,1992,,,,,,,,
female,伊藤 沙月,いとう さつき,2476377,1991,,165cm,,,,宮崎県延岡市,{{生年月日と年齢|1991|6|21}},{{JPN}}
female,斉藤 貴子,さいとう たかこ,2486528,1983,,,,,,,,
female,山田 美樹,やまだ みき,2694882,1974,,,,,,,,
female,山口 真由,やまぐち まゆ,2710286,1983,,,,法学者ニューヨーク州弁護士ZEN大学教授信州大学特任教授,東京大学法学部卒業ハーバード・ロー・スクール修了東京大学大学院法学政治学研究科修了,{{jpn}} 北海道札幌市,{{生年月日と年齢|1983|7|6}},
female,小原 舞,おはら まい,2771089,1974,,,,,,,,
female,山本 美智子,やまもと みちこ,2834103,,,,,薬学,熊本大学薬学部卒業,,,{{JPN}}
female,林 敬子,はやし けいこ,5153283,1960,,,,,,,,
female,古瀬 陽子,ふるせ ようこ,5116094,,,,,,,,,
female,目黒 麻生子,めぐろ まいこ,5108963,1986,,,,,,,,
female,野村 朋美,のむら ともみ,5059276,,,,,,,,,
female,中山 理映子,なかやま りえこ,5028117,,,,,,,,,
female,福田 かおる,ふくだ かおる,4995326,1985,,,,,,,,
female,中條 絵里,なかじょう えり,4916402,,,,,,,,,
female,西崎 寿美,にしざき としみ,4882547,,,,,,,,,
female,古澤 ゆり,ふるさわ ゆり,4881355,1963,,,,,,,,
female,櫻田 百合子,さくらだ ゆりこ,5032523,1967,,,,,,,,
female,六本 佳代,ろくもと かよ,4994737,1972,,,,,,,,
female,鷲頭 美央,わしず みお,4969955,,,,,,,,,
female,役重 眞喜子,やくしげ まきこ,4857300,1967,,,,,東京大学法学部岩手大学大学院連合農学研究科,{{JPN}}・茨城県日立市,{{生年と年齢|1967}},{{JPN}}
female,渡辺 美恵,わたなべ みえ,4754797,1917,,,,,,,,
female,矢ヶ崎 紀子,やがさき のりこ,4537407,1963,,,,,,,,
female,由布 和嘉子,ゆふ わかこ,4496556,1970,,,,,,,,
female,横田 美香,よこた みか,4483254,1971,,,,,,,,
female,白鳥 加奈子,しらとり かなこ,147596,1959,,,,,,,,
female,西村 美樹,にしむら みき,513843,1982,,,,,,,,
female,福島 和可菜,ふくしま わかな,702036,1982,,,,,,,,
female,有馬 あきこ,ありま あきこ,710622,1975,,,,実業家、ウェブデザイナー,聖心女子大学文学部（中退）[https://www.itmedia.co.jp/enterprise/articles/0806/07/news001.html 有馬あきこのはじめましてインターネット{{Nowiki|[番外編]}}]、2008年06月07日学習院大学文学部（中退）,{{Flagicon|JPN}} 東京都,1975年12月15日,
female,沼尾 マキエ,ぬまお まきえ,733163,1973,,158cm,60kg,,,栃木県宇都宮市,{{生年月日と年齢|1973|12|25}},
female,宮本 佳那子,みやもと かなこ,928569,1989,,,,,,,,
female,若林 亜紀,わかばやし あき,1068970,1965,,,,,,,,
female,足立 真理,あだち まり,1072993,1966,,,,,,,,
female,安藤 成子,あんどう せいこ,1079059,1987,,,,,,,,
female,高橋 涼子,たかはし りょうこ,2079545,1973,,,,,,,,
female,福島 舞,ふくしま まい,2346236,1985,,,,,,,,
female,山中 詩乃,やまなか しの,2469127,1990,,157cm,42kg,,,,{{birth date and age|1990|8|3}},{{JPN}}
female,三好 りさ,みよし りさ,2470302,1976,,,,,,,,
female,十田 美里,とだ みり,2486573,1991,,,,,,,,
female,飯田 則子,いいだ のりこ,2510531,1944,,,,音楽プロデューサーイベントプロデューサー企画プロデューサー代表取締役,埼玉県立浦和第一女子高等学校卒業学校法人池坊学園師範科卒業,{{JPN}} 埼玉県浦和市（現・さいたま市）,{{生年月日と年齢|1944|8|24|no}},
female,平井 希,ひらい のぞみ,2691562,1986,,,,,,,,
female,青山 愛菜,あおやま あいな,2729620,1986,,,,,,,,
female,三宅 由佳莉,みやけ ゆかり,2841741,1986,,,,,,,,
female,梶木 真凜,かじき まりん,4400053,1999,,{{height|m=1.64}},{{convert|70|kg|stlb|abbr=on}},,,{{JPN}} 福岡県福岡市,{{生年月日と年齢|1999|9|20}},
female,吉本 明子,よしもと あきこ,4373609,1963,,,,,,,,
female,渡辺 由美子,わたなべ ゆみこ,4023417,1965,,,,,,,,
female,鳳 蘭,おおとり らん,249000,1946,,,,,,,,
female,乾 曜子,いぬい ようこ,295183,1981,,,,,,,,
female,宇江佐 りえ,うえざ りえ,314758,1959,,,,,,,,
female,金子 マリ,かねこ マリ,420353,,,,,歌手,,{{JPN1947}}・東京都世田谷区下北沢{{Cite web ja |url=https://www.yomiuri.co.jp/yomidr/article/20130128-OYTEW61695/ |title=[金子マリさん]音楽と仲間と下北沢 |website=ヨミドクター |publisher=読売新聞東京本社 |date=2013-01-28 |accessdate=2026-04-22 }},{{生年月日と年齢|1954|12|1}},
female,小渕 志ち,おぶち しち,487300,1847,,,,実業家（製糸家）,,上野国勢多郡石井村（現・群馬県前橋市）,1847年11月9日,{{JPN}}
female,小渕 暁子,おぶち あきこ,499576,1968,,,,,,,,
female,長田 百合子,おさだ ゆりこ,848595,1954,,,,,,,,
female,植松 恵美子,うえまつ えみこ,1101986,1967,,,,,,,,
female,岩高 要子,いわたか ようこ,1196217,1961,,,,服飾バイヤー,大東文化大学,{{jpn}} 山口県,{{Birth year and age|1961}},
female,大谷 香奈子,おおたに かなこ,1202425,,,,,,,,,
female,牛窪 万里子,うしくぼ まりこ,1433011,,,,,,,,,
female,鹿取 洋子,かとり ようこ,1481235,1961,,,,,,,,
female,内田 眞由美,うちだ まゆみ,1495360,1993,,,,,,,,
female,海部 美知,かいふ みち,1669041,1960,,,,実業家経営コンサルタント,一橋大学社会学部スタンフォード大学経営大学院,{{JPN1947}}・神奈川県,{{1960年3月12日生|1960}},
female,加藤 倍子,かとう ますこ,1880247,,,,,,,,,
female,加藤 恵子,かとう けいこ,1928478,,,,,,,,,
female,岩根 順子,いわね じゅんこ,2265926,1948,,,,実業家、社会運動家,滋賀大学,{{Flagicon|JPN}} 滋賀県彦根市,1948年,
female,新川 紗世,あらかわ さよ,4976931,1985,,,,Re-Career株式会社創業者・代表取締役 Growing-Ups for Children 代表理事,,{{JPN}}・静岡県,1985年8月23日,{{JPN}}
female,吉川 蓮民,よしかわ はすみん,4908300,1997,,,,,,,,
female,中野 真由美,なかの まゆみ,4880117,1997,,,,,,,,
female,赤羽根 優子,あかばね ゆうこ,4803722,,,,,,,,,
female,晝田 瑞希,ひるた みずき,4469751,1996,,,,,,,,
female,山田 聡子,やまだ さとこ,4438882,1995,,,,,,,{{生年月日と年齢|1995|2|26}},{{JPN}}
female,蜂須賀 明香,はちすか あすか,4438480,1992,,,,,,,{{Birth date and age|1992|09|26|df=y}},{{JPN}}
female,宇田 川南欧,うだがわ なお,5116351,1974,,,,,,,,
female,岩田 奈月,いわた なつき,5049249,1993,,,,,,,,
female,江尻 早紀,えじり さき,4960840,1991,O型,154cm,38kg,実業家,,{{JPN}}・長野県,{{生年月日と年齢|1991|5|30}},{{JPN}}
female,家永 エイ,いえなが エイ,4902895,1860,,,,,,肥後国天草郡登立村（現熊本県上天草市大矢野町登立）{{sfn|松竹秀雄|1985|pp=151-157}},万延元年（1860年）2月18日{{sfn|鶴田文史|1990|pp=109}},{{JPN}}
female,石川 達絵,いしかわ たつえ,4760364,1962,,,,{{Hlist-comma| 実業家 | 馬主 }},,{{JPN}} 東京都,{{生年月日と年齢|p=0|1962|8|3}}{{Cite web|和書|url= https://umatoku.hochi.co.jp/articles/20211220-OHT1T51186.html |title= 【有馬記念】「無事これ名馬」キセキ、ラストランへ 石川達絵オーナー「悔いのない走りをしてくれれば」 |work= |website= 馬トク|publisher= 報知新聞社|author= |date= 2021-12-21|accessdate=2023-04-07}},
female,岡田 直子,おかだ なおこ,4749296,1978,,,,株式会社ネットワークコミュニケーションズhttps://nwcom.jp代表取締役ローランド ディー. ジー. 株式会社社外取締役日特建設株式会社社外取締役株式会社レトリバhttps://retrieva.jp社外取締役一般社団法人オープンソースライセンス研究所https://www.osll.jp理事一般社団法人日本リスクコミュニケーション協会https://www.rcij.org副代表理事プロシュートボクサー,,{{JPN}}・広島県広島市,{{生年月日と年齢|1978|6|7}},{{JPN}}
female,及川 ゆりこ,おいかわ ゆりこ,4548892,,,,,介護福祉士・実業家,,{{JPN}},,
female,加藤 史子,かとう ふみこ,4130041,1976,,,,,,,,
female,角田 京子,かくた きょうこ,4078452,,,,,,,,,
female,板本 洋子,いたもと ようこ,3876468,1948,,,,,,,,
female,浮世 満理子,うきよ まりこ,3800059,1964,,,,,,,,
female,岩石 ひで子,いわいし ひでこ,3776835,1949,,,,カウンセラー,大阪教育大学,兵庫県神戸市,1949年,{{JPN}}
female,石渡 美奈,いしわたり みな,3756605,1968,,,,実業家,立教大学文学部日本文学科[https://www.rikkyo.ac.jp/closeup/alumni/2020/mknpps000001dfp6.html 「未来への種まき」のための挑戦 — 72年間愛されてきたホッピーを世界のヘルシー飲料へ] 立教大学早稲田大学大学院商学研究科慶應義塾大学大学院システムデザイン・マネジメント研究科,{{JPN}} 東京都目黒区,1968年,
female,池田 佳代,いけだ かよ,3658699,,,,,実業家、プロダクトデザイナー海南大学客員教授,,{{JPN}}・京都府京都市,{{生年月日と年齢||12|1}},
female,岡島 礼奈,おかじま れな,3606916,1979,,,,実業家,東京大学大学院理学系研究科・理学部,{{JPN}}・鳥取県鳥取市,{{生年月日と年齢|1979|2|19}},{{JPN}}
female,大園 桃子,おおぞの ももこ,3582263,1999,,,,,,,,
female,一ノ瀬 美咲,いちのせ みさき,3142425,,,,,,,,,
female,大坂 なおみ,おおさか なおみ,3040295,1997,,,,,,,,
female,香取 環,かとり たまき,2777162,1938,,,,,,,,
female,桂 珠子,かつら たまこ,2762202,1912,,,,,,,,
female,今井 美穂,いまい みほ,2571131,1989,,,,,,,,
female,馬越 幸子,うまこし さちこ,2531894,1991,,,,,,,,
female,家村 マリエ,いえむら マリエ,2460047,1986,,,,,,,,
female,磯部 奈央,いそべ なお,2447078,1984,,,,,,,,
female,木村 優子,きむら ゆうこ,80412,1961,,,,,,,,
female,川村 ひかる,かわむら ひかる,217998,1979,,,,,,,,
female,佐良 直美,さがら なおみ,236099,1945,,,,歌手、女優、タレント、実業家,日本大学藝術学部,{{JPN}}・東京都,{{生年月日と年齢|1945|1|10}},
female,木内 美穂,きうち みほ,284983,1975,,,,,,,,
female,小阪 由佳,こさか ゆか,365123,1985,,,,,,,,
female,近藤 英子,こんどう ひでこ,707097,1942,,,,{{Hlist-comma| 実業家 | 馬主 }},,{{JPN}} 高知県,"{{生年月日と年齢|p=0|1942|9|10}}{{Cite journal|和書|title=優駿ロングインタビュー 近藤利一&英子夫妻 ""和""のチカラ、偉大なり|year=2007|month=8|journal=優駿|pages=36-41|publisher=日本中央競馬会}}",
female,冴島 奈緒,さえじま なお,708132,1968,,,,,,,,
female,川崎 希,かわさき のぞみ,758300,1987,,,,,,,,
female,近藤 典子,こんどう のりこ,907898,,,,,,,,,
female,沢田 麗奈,さわだ れいな,1410859,1967,,,,,,,,
female,川崎 あかね,かわさき あかね,1560928,1948,,,,,,,,
female,工藤 由美,くどう ゆみ,1672958,1967,,,,,,,,
female,坂本 佳栄子,さかもと かえこ,1729329,,,,,,,,,
female,篠原 欣子,しのはら よしこ,1736738,1934,,,,,,,,
female,銀座 亜紀枝,ぎんざ あきえ,1954148,1931,,,,,,,,
female,紺野 ぶるま,こんの ぶるま,1970081,1986,B型,172cm,,,,{{JPN}}・東京都および静岡県,{{生年月日と年齢|1986|9|30}},
female,清水 ミチコ,しみず ミチコ,42865,1960,,162 cm,,,,{{JPN}}・岐阜県高山市,{{生年月日と年齢|1960|01|27}},
female,十勝 花子,とかち はなこ,149089,1946,,,,,,,,
female,高橋 靖子,たかはし やすこ,200540,1967,,,,,,,,
female,田上 よしえ,たのうえ よしえ,212379,1972,A型,,,,,{{JPN}}・東京都品川区,{{生年月日と年齢|1972|12|24}},
female,遠山 景織子,とおやま きょおこ,376247,1975,,,,,,,,
female,正司 歌江,しょうじ うたえ,464065,1929,,,,,,,,
female,辻 イト子,つじ いとこ,480062,1947,,,,,,,,
female,鈴木 奈都,すずき なつ,669726,1974,O型,158cm,,,,{{JPN}}・東京都世田谷区,{{生年月日と年齢|1974|8|18}},
female,高田 千尋,たかだ ちひろ,669747,1985,AB型,162cm,,,,{{JPN}} 青森県青森市,{{生年月日と年齢|1985|4|16}},
female,鈴木 千登世,すずき ちとせ,672640,1983,,,,,,,,
female,しのざき 見兆,しのざき みち,694480,1968,,,,シンガーソングライター作詞家、作曲家,,{{JPN}} 埼玉県さいたま市浦和区,{{生年月日と年齢|1968|6|24}},
female,田村 ゆきこ,たむら ゆきこ,1231104,1979,,163cm,,,,東京都練馬区,{{生年月日と年齢|1979|10|11}},
female,武智 豊子,たけち とよこ,1271432,1908,,,,,,,,
female,白鳥 久美子,しらとり くみこ,1584105,1981,B型,165cm,,,,福島県郡山市,{{生年月日と年齢|1981|12|11}},
female,菊原 啓子,きくはら けいこ,5153236,,,,,,,,,
female,兼子 佳恵,かねこ よしえ,5032989,,,,,,,,,
female,児島 気奈,こじま きな,4783833,1982,,,,実業家,,{{JPN}}・東京都大田区,{{生年月日と年齢|1982|2|24|}},
female,椎名 由紀,しいな ゆき,4258340,1975,,,,,,,,
female,高田 ぽる子,たかだ ぽるこ,4309589,1999,A型,152cm,,,,{{JPN}}・北海道野付郡別海町,{{生年月日と年齢|1999|1|26}},
female,伊 達唯,だて ゆい,3549160,2000,A型,159cm,,,,{{JPN}} 東京都西東京市,{{生年月日と年齢|2000|2|28}},
female,薄 幸,すすき みゆき,3347598,1993,A型,160 cm,,,,{{JPN}}・千葉県柏市,{{生年月日と年齢|1993|1|24}},
female,田辺 麗圭,たなべ りか,3298185,1989,,,,,,{{JPN}}・東京都杉並区,,
female,鮫島 幸恵,さめじま ゆきえ,3130615,1989,O型,160 cm,,,,{{Flagicon|JPN}} 大阪府高槻市,{{生年月日と年齢|1989|12|2}},
female,鈴川 絢子,すずかわ あやこ,3103489,1991,O型,167cm,,,,{{JPN}}・千葉県習志野市谷津{{Cite web|和書|title=芸人プロフィール 鈴川絢子|author=吉本興業株式会社|url={{吉本プロフィール|3541}}|accessdate=2021-01-27}},{{生年月日と年齢|1991|3|25}},
female,椿鬼 奴,つばき おにやっこ,2723096,1972,B型,163 cm,,,,{{JPN}}・東京都渋谷区,{{生年月日と年齢|1972|4|15}}{{Cite news | title = 椿鬼奴 | newspaper= 吉本興業株式会社 | url = https://profile.yoshimoto.co.jp/talent/detail?id=731 }},
female,久本 雅美,ひさもと まさみ,36988,1958,A型,154cm,,,,{{JPN}} 大阪府大阪市旧東住吉区（現：平野区）,{{生年月日と年齢|1958|7|9}},
female,中島 知子,なかじま ともこ,308139,1971,A型,164cm,,,,{{JPN}} 埼玉県（育ちは京都府京都市東山区山科（現山科区））,{{生年月日と年齢|1971|8|26}},{{JPN}}
female,伊藤 咲子,いとう さきこ,658807,1958,A型,,,歌手,堀越高等学校 卒業,{{JPN}} 東京都目黒区,{{生年月日と年齢|1958|4|2}},
female,華 ゆり,はな ゆり,727465,1947,AB型,,,,,{{JPN}} 岡山県,{{生年月日と年齢|1947|2|25|no}},
female,鳥居 みゆき,とりい みゆき,836216,1981,O型,170 cm,,,,{{JPN}} 秋田県,{{生年月日と年齢|1981|3|18}},
female,土生 智子,はぶ ともこ,922238,1984,,,,,,,,
female,橋爪 ヨウコ,はしづめ ヨウコ,978250,1985,,,,,,,,
female,伊藤 かずえ,いとう かずえ,1287709,1966,,,,,,,,
female,伊藤 杏奈,いとう あんな,1740108,1987,,,,,,,,
female,中村 涼子,なかむら りょうこ,1825178,1986,O型,161cm,,,,福岡県 → 新潟県長岡市 → 東京都,{{生年月日と年齢|1986|5|6}},
female,藤田 かおる,ふじた かおる,1830931,1976,A型,153cm,,,,東京都,{{生年月日と年齢|1976|1|8}},
female,伊藤 彩夏,いとう さやか,1931511,1996,,,,,,,,
female,伊藤 綾美,いとう あやみ,1943712,1991,,,,,,,,
female,伊藤 蘭,いとう らん,106306,1955,,,,歌手・作詞家,日本大学芸術学部演劇学科 中退,{{JPN}}・東京都杉並区西荻北,{{生年月日と年齢|1955|1|13}}{{JPN}}・東京都武蔵野市吉祥寺北町,
female,伊藤 美紀,いとう みき,108939,1971,,,,,,,,
female,井上 望,いのうえ のぞみ,138990,1963,A型,,,プロデューサー、元アイドル歌手、タレント,堀越高等学校卒業,{{JPN}} 福岡県大牟田市,{{生年月日と年齢|1963|2|4}},
female,伊藤 つかさ,いとう つかさ,147238,1967,,,,,,,,
female,伊東 ゆかり,いとう ゆかり,183226,1947,AB型,,,歌手、女優,,{{JPN}}・東京都品川区,{{生年月日と年齢|1947|4|6}},
female,いとうまい 子,いとう まいこ,360619,1964,,,,,,,,
female,今井 ちひろ,いまい ちひろ,807874,1982,,,,,,,,
female,井上 優里菜,いのうえ ゆりな,848446,1986,,,,,,,,
female,伊藤 芽衣,いとう めい,897608,1982,,,,,,,,
female,稲垣 鈴夏,いながき りんか,1146371,2001,,,,,,,,
female,伊藤 桃,いとう もも,1234130,,,,,,,,,
female,井上 麻美,いのうえ まみ,1993469,1975,,,,,,,,
female,伊藤 祐奈,いとう ゆうな,2058997,1995,A型,158cm,,起業家、イベントプロデューサー、司会者,,{{JPN}}・東京都{{Cite web|和書|url=https://sirabee.com/2018/04/01/20161494789/ |title=元アイドリング・伊藤祐奈が「アイドルをプロデュースする側」に回った理由 |publisher=しらべぇ |date=2018-04-01 |accessdate=2018-05-31 }},{{Indented plainlist| * {{生年月日と年齢|1995|08|15}} * {{JPN}}・香川県高松市 }},
female,井上 りな,いのうえ りな,2657314,1993,,,,,,,,
female,井上 小百合,いのうえ さゆり,2758151,1994,,,,,,,,
female,伊藤 万理華,いとう まりか,2763708,1996,,,,,,,,
female,稲場 愛香,いなば まなか,3079382,1997,B型,,,歌手,,{{JPN}} 北海道札幌市{{Cite web|和書|url=https://helloproject.com/news/7559/ |title=稲場愛香に関するお知らせ |work=ハロー!プロジェクト オフィシャルサイト |date=2017-09-08 |accessdate=2017-09-08}},{{生年月日と年齢|1997|12|27}}{{Cite web|和書|url=https://www.jp-r.co.jp/manaka_inaba/profile/|title=アーティストプロフィール 稲場愛香|publisher=J.P ROOM|accessdate=2023-01-01}},
female,井上 玲音,いのうえ れい,3197184,2001,O型{{R|profile}},,,歌手,,{{JPN}} 東京都{{R|profile}},{{生年月日と年齢|2001|7|17}}{{R|profile}},
female,稲村 亜美,いなむら あみ,3205482,1996,,,,,,,,
female,鈴木 麻奈美,すずき まなみ,26970,1977,,,,,,,,
female,岩崎 宏美,いわさき ひろみ,84896,1958,,,,歌手、アイドル、女優、声優,堀越高等学校 卒業,{{JPN}}・東京都江東区深川,{{生年月日と年齢|1958|11|12}},
female,岩崎 良美,いわさき よしみ,100464,1961,O型,,,歌手、女優,堀越高等学校 卒業,{{JPN}}、東京都江東区深川,{{生年月日と年齢|1961|6|15}},
female,杉本 彩,すぎもと あや,111740,1968,,,,,,,,
female,須之内 美帆子,すのうち みほこ,239309,1976,,,,,,,,
female,岩井 由紀子,いわい ゆきこ,345306,1968,,,,,,,,
female,住友 真世,すみとも まよ,386154,1965,,,,,,,,
female,井元 由香,いもと ゆか,757909,1980,,,,,,,,
female,菅原 麗子,すがはら れいこ,793087,1983,,,,ジュエリー・アーティスト、ホイップ・アーティスト、美容研究家、実業家など,,{{JPN}}・東京都,,
female,岩井 小百合,いわい さゆり,811218,1968,,,,,,,,
female,今村 理恵,いまむら りえ,1150321,1978,,,,,,,,
female,い まのまい,いまの まい,1316802,1973,O型,,,歌手、プロデューサー、ラジオDJ,神奈川県立西湘高等学校卒業,{{JPN}}・神奈川県足柄下郡,{{生年月日と年齢|1973|6|3}},
female,庄司 ゆうこ,しょうじ ゆうこ,1614326,,,,,,,,,
female,岩佐 美咲,いわさ みさき,1674908,1995,,,,演歌歌手,,{{JPN}}・千葉県八千代市,{{birth date|1995|1|30}}（{{age|1995|1|30}}歳）,
female,白石 小百合,しらいし さゆり,2074451,1987,,,,,,,,
female,今田 萌,いまだ もえ,2111173,1997,,,,,,,,
female,島田 晴香,しまだ はるか,2220332,1992,,,,,,,,
female,菅原 千恵,すがわら ちえ,2326270,,,,,,,,,
female,入山 杏奈,いりやま あんな,2430159,1995,,,,,,,,
female,岩田 華怜,いわた かれん,2531276,1998,,,,,,,,
female,井上 春華,いのうえ はるか,4781869,2006,A型{{R|inoue-profile}},,,歌手,,{{JPN}} 京都府,{{生年月日と年齢|2006|5|6}}{{R|inoue-profile}},
female,井上 和,いのうえ なぎ,4529612,2005,,,,,,,,
female,井上 真由子,いのうえ まゆこ,4351776,1997,,,,,,,,
female,伊藤 千宥,いとう ちひろ,4335801,2001,,,,,,,,
female,井上 瑠夏,いのうえ るか,4307896,2001,,,,,,,,
female,井上 唯,いのうえ ゆい,4191160,,,,,,,,,
female,猪子 れいあ,いのこ れいあ,4077606,2003,,,,,,,,
female,今井 優,いまい ゆう,4071170,1985,,,,歌手、シンガーソングライター,,{{JPN}}・埼玉県,{{生年月日と年齢|1985|04|17}},
female,犬塚 あさな,いぬづか あさな,4026179,1994,,,,,,,,
female,紅芭 みゆ,いろは みゆ,4534895,1998,,,,,,,,
female,入江 里咲,いりえ りさ,4410618,2005,A型{{R|risa-profile}},,,,,{{JPN}} 千葉県{{R|risa-profile}},{{生年月日と年齢|2005|10|18}}{{Cite web|和書|url=https://www.helloproject.com/juicejuice/profile/risa_irie/ | title=Juice=Juice 入江里咲プロフィール|work=ハロー!プロジェクト オフィシャルサイト|accessdate=2021-07-07}},
female,鈴木 ナカ,すずき ナカ,4363557,1846,,,,,,相模国三浦郡秋谷村,{{生年月日と年齢|1846|6|19|no}},{{JPN}}
female,岩田 ちひろ,いわた ちひろ,4217431,2000,,,,,,,,
female,末本 美乃里,すえもと みのり,4013591,1990,,,,,,,,
female,菅本 裕子,すがもと ゆうこ,3820252,1994,,,,,,,,
female,鈴木 貴子,すずき たかこ,3745634,1962,,,,実業家エステー会長,上智大学外国語学部イスパニア語学科卒業,{{jpn}} 東京都,{{生年月日と年齢|1962|3|5}},
female,白石 直子,しらいし なおこ,3647075,1976,,,,,,,,
female,井丸 ゆかり,いまる ゆかり,3530363,1965,,,,,,,,
female,杉浦 由里子,すぎうら ゆりこ,3498083,1967,,,,,,,,
female,新川 てるえ,しんかわ てるえ,3405004,1964,,,,,,,,
female,今泉 佑唯,いまいずみ ゆい,3402893,1998,,,,,,,,
female,今出 舞,いまで まい,3282398,1993,,,,,,,,
female,松旭斉 菊代,しょうきょくさい きくよ,3079621,1932,,,,,,,,
female,鈴木 りえこ,すずき りえこ,3064100,1955,,,,,,,,
female,今吉 めぐみ,いまよし めぐみ,3035790,1987,,,,,,,,
female,岩男 潤子,いわお じゅんこ,2834478,1970,,,,,,,,
female,井森 美幸,いもり みゆき,2831512,1968,,,,,,,,
female,岩瀬 香奈,いわせ かな,2764097,1992,,,,,,,,
female,井上 梨名,いのうえ りな,3907228,2001,,,,,,,,
female,糸原 沙也加,いとはら さやか,3619639,1993,AB型,152cm,,,,{{JPN}}・大阪府門真市,{{生年月日|1993|2|7}},
female,伊藤 千咲美,いとう ちさみ,3595579,1995,,,,歌手、ダンサー,,{{JPN}}・愛知県,{{生年月日と年齢|1995|5|3}},
female,伊藤 千由李,いとう ちゆり,3594080,1998,,,,,,,,
female,稲垣 梨菜,いながき りな,3586967,1998,,,,,,,,
female,伊藤 恵,いとう めぐみ,3551287,1981,,,,,,,,
female,伊藤 麻希,いとう まき,3546029,1995,,160cm,50kg,,,{{unbulleted list|{{JPN}}|福岡県小郡市{{Cite web|和書|url=https://nikkan-spa.jp/1741689 |title=高校中退、アイドル解雇。絶望から天職を見つけるまでの波乱万丈 |publisher=日刊SPA! |date=2021-03-13 |accessdate=2021-03-24 }}}},{{生年月日と年齢|1995|7|22}},
female,伊藤 なのか,いとう なのか,3426806,1993,,,,,,,,
female,犬塚 志乃,いぬづか あやか,3283121,1993,,,,,,,,
female,藤本 芝裕,ふじもと しばひろ,4924426,,,,,,,,,
female,藤 里美,ふじ さとみ,4800483,1948,,,,,,,,
female,原 つむぎ,はら つむぎ,4485516,1998,,,,,,,,
female,一本 鎗希華,いっぽんやり のあ,4197026,2003,,,,,,,,
female,服部 ひで子,はっとり ひでこ,3994778,1982,,,,,,,,
female,伊藤 小春,いとう こはる,3942291,2002,,,,,,,,
female,井出 ちよの,いで ちよの,3566976,2001,,,,,,,,
female,伊藤 純奈,いとう じゅんな,3463587,1998,,,,,,,,
female,伊藤 かりん,いとう かりん,3152087,1993,,,,,,,,{{JPN}}
female,関谷 ますみ,せきや ますみ,313762,1955,,,,,,,,
female,仙堂 花歩,せんどう かほ,387167,1980,,,,,,,,
female,仲村 みう,なかむら みう,560000,1991,,,,,,,,
female,田岡 由伎,たおか ゆき,746591,1954,,,,実業家、心理カウンセラー、エッセイスト,,{{JPN}}・兵庫県神戸市,{{生年月日と年齢|1954|08|14}},
female,高千穂 ひづる,たかちほ ひづる,994296,1930,,,,,,,,
female,長嶋 亜希子,ながしま あきこ,1159593,1943,,,,実業家、会社役員,聖テレサ大学 卒業,東京都渋谷区,1943年1月5日,{{JPN}}
female,中上 晶子,なかがみ あきこ,1614970,,,,,,,,,
female,田岡 批呂子,たおか ひろこ,1788212,,,,,,,,,
