birth_date,birth_place,birth_year,blood_type,drop,education,extract,height,hiragana,infobox,kanji,nationality,occupation,pageid,sex,title,weight
,,1955,,False,京都大学法学部  東京藝術大学美術学部芸術学科,-1,,はせがわ ゆうこ,-1,長谷川祐子,{{JPN}},キュレーター,2019102,female,長谷川祐子,
{{生年月日と年齢|1973|1|30}},東京都,1973,,False,,-1,158cm,おかもと みすず,-1,岡本美鈴,{{JPN}},,2093936,female,岡本美鈴,
,,1968,,False,,-1,,しろい あや,-1,城井文,,,2115796,female,城井文,
,,1973,,False,,-1,,きのした かおり,-1,木下かおり,,,2141847,female,木下かおり,
,,,,False,,-1,,いいの しほこ,-1,飯野糸穂子,,,2199111,female,飯野糸穂子,
,,1965,,False,,-1,,はやし ようこ,-1,林洋子,,,2350540,female,林洋子,
{{Birth year and age|1983}},{{jpn}} 東京都,1983,,False,早稲田大学,-1,,あらがき みき,-1,新垣未希,,囲碁インストラクター,2480780,female,新垣未希,
{{Birth year and age|1985}},{{jpn}} 東京都,1985,,False,藤村女子高等学校,-1,,あらがき のぞみ,-1,新垣望,,囲碁インストラクター,2480785,female,新垣望,
,,1958,,False,,-1,,しらやま まり,-1,白山眞理,,,2496215,female,白山眞理,
,,1905,,False,,-1,,あべ さだ,-1,阿部定,,芸妓、娼妓,99636,female,阿部定,
,,1959,,False,,-1,,よしもと しょうこ,-1,吉本笑子,,,128733,female,吉本笑子,
,,1879,,False,,-1,,いそだ たか,-1,磯田多佳,,,164419,female,磯田多佳,
,,,,False,,-1,,かわかみ さだやっこ,-1,川上貞奴,,,204177,female,川上貞奴,
,,1873,,False,,-1,,まつもと さだ,-1,松本佐多,,,240931,female,松本佐多,
,,1843,,False,,-1,,きど まつこ,-1,木戸松子,,,297852,female,木戸松子,
1841年（天保12年）,{{JPN}} 伊豆国賀茂郡下田坂下町（現在の静岡県下田市）,1841,,False,,-1,,さいとう きち,-1,斎藤きち,,洗濯婦「老母きは並にきちは、差し向き渡世も御座なく、上方筋廻船・上下当港滞船の船頭ども衣類、そのほか洗濯等いたし、今日営み居り候…」『安政四巳年七月十日 嘆願書』（吉田常吉『唐人お吉』1983年、85頁。）、酌婦下田奉行の上申書に「内実船方等酒の相手に雇われ罷り出で候女」（『堀田正睦外国掛中書類』『合原猪三郎筆記』）とある（吉田常吉『唐人お吉』1983年、116-117頁。）。、芸妓、髪結、小料理屋店主,298015,female,斎藤きち,
,,1913,,False,,-1,,なかむら きはる,-1,中村喜春,,,452867,female,中村喜春,
{{生年月日と年齢|1964|10|26}},{{JPN}}・熊本県,1964,,False,,-1,,わたなべ あつこ,-1,渡辺敦子,,ベーシスト東京スクールオブミュージック専門学校・大阪スクールオブミュージック専門学校校長,801070,female,渡辺敦子,
,,1903,,False,,-1,,たけはら はん,-1,武原はん,,,856221,female,武原はん,
,,1863,,False,,-1,,はない おうめ,-1,花井お梅,,,972133,female,花井お梅,
,,1949,,False,,-1,,いわさき みねこ,-1,岩崎究香,,,1050114,female,岩崎究香,
,,1937,,False,,-1,,あんどう たかこ,-1,安藤孝子,,,1103656,female,安藤孝子,
,,1910,,False,,-1,,みやけ こまめ,-1,三宅小まめ,,,1103663,female,三宅小まめ,
,,1844,,False,,-1,,なかにし きみお,-1,中西君尾,,,1318570,female,中西君尾,
不明,,,,False,,-1,,うえだ ちかこ,-1,上田ちか子,,,1343436,female,上田ちか子,
,,1941,,False,,-1,,みうら ふみこ,-1,三浦布美子,,,1409202,female,三浦布美子,
,,1958,,False,,-1,,いちりゅうさい ていゆう,-1,一龍斎貞友,,,100509,female,一龍斎貞友,
{{生年月日と年齢|1951|6|21}}{{Cite web|和書|url=http://hiroko-sumita.com/introduction.htm |title=Profile・プロフィール |work=Hiroko Sumita & Partners |publisher=Hiroko Sumita & Partners |accessdate=2019-04-13}},{{JPN}} 兵庫県 加古川市,1951,,False,東京大学法学部第1類,-1,,すみた ひろこ,-1,住田裕子,,弁護士,202353,female,住田裕子,
,,,,False,,-1,,おうか のぼる,-1,桜花昇ぼる,,,846566,female,桜花昇ぼる,
,,1960,,False,,-1,,うつみ えいか,-1,内海英華,,,866812,female,内海英華,
,,1914,,False,,-1,,かどがみ ちえこ,-1,門上千恵子,,,1036261,female,門上千恵子,
,,,,False,,-1,,いちりゅうさい はるみ,-1,一龍斎春水,,,1038961,female,一龍斎春水,
,,1977,,False,,-1,,かんだ きょうこ,-1,神田京子,,,1086523,female,神田京子,
,,1965,,False,,-1,,かんだ あかね,-1,神田茜,,,1266582,female,神田茜,
{{生年月日と年齢|1974|7|24}},{{JPN}} 宮城県仙台市,1974,,False,東京大学法学部慶應義塾大学大学院法学研究科,-1,,かんの しおり,-1,菅野志桜里,{{JPN}},弁護士,1294766,female,菅野志桜里,
,,1934,,False,,-1,,さとう きんこ,-1,佐藤欣子,,,1390210,female,佐藤欣子,
,,1952,,False,,-1,,かんだ くれない,-1,神田紅,,,1438460,female,神田紅,
,,,,False,,-1,,やまぐち こきみ,-1,山口小喜美,,,1570479,female,山口小喜美,
,,1954,,False,,-1,,かんだ かおり,-1,神田香織,,,1765895,female,神田香織,
{{生年月日と年齢|1948|11|23}},{{JPN}}・東京都,1948,,False,慶應義塾大学法学部卒,-1,,しが こずえ,-1,志賀こず江,,弁護士,2249294,female,志賀こず江,
,,1949,,False,,-1,,おおもり れいこ,-1,大森礼子,,,2400644,female,大森礼子,
,,,,False,,-1,,かんだ あおい,-1,神田あおい,,,2469590,female,神田あおい,
,,,,False,,-1,,かんだ すみれ,-1,神田すみれ,,,2602072,female,神田すみれ,
,,1946,,False,,-1,,たや ちかこ,-1,多谷千香子,,,2811305,female,多谷千香子,
,,,,False,,-1,,いちりゅうさい ていきょう,-1,一龍斎貞鏡,,,2929576,female,一龍斎貞鏡,
,,1959,,False,,-1,,しらとり かなこ,-1,白鳥加奈子,,,147596,female,白鳥加奈子,
,,1975,,False,,-1,,やまごう のぞみ,-1,山郷のぞみ,,,171529,female,山郷のぞみ,
,,1979,,False,,-1,,やまぎし やすよ,-1,山岸靖代,,,171553,female,山岸靖代,
,,1981,,False,,-1,,やなぎた みゆき,-1,柳田美幸,,,171597,female,柳田美幸,
,,1978,,False,,-1,,みやもと ともみ,-1,宮本ともみ,,,171608,female,宮本ともみ,
,,1965,,False,,-1,,はんだ えつこ,-1,半田悦子,,,230615,female,半田悦子,
,,1964,,False,,-1,,ほんだ みどり,-1,本田美登里,,,230687,female,本田美登里,
{{生年月日と年齢|1969|7|18}},千葉県船橋市,1969,,False,,-1,156cm,いしい みき,-1,石井美紀,,,682367,female,石井美紀,50kg
{{生年月日と年齢|1985|11|20}},,1985,,False,,-1,,さかもと まきこ,-1,坂本真喜子,{{JPN}},,711117,female,坂本真喜子,
,,1989,,False,,-1,,はら なつこ,-1,原菜摘子,,,803872,female,原菜摘子,
{{生年月日と年齢|1970|02|06}},{{JPN}} 東京都足立区西新井[https://www.pro-tanc.com/female/katsuraginami/ 葛城 奈海｜有限会社 プロダクション・タンク],1970,,False,東京大学農学部卒業,-1,,かつらぎ なみ,-1,葛城奈海,{{JPN}},ジャーナリスト政治活動家,1079138,female,葛城奈海,
,,1975,,False,,-1,,やまき りえ,-1,山木里恵,,,1324883,female,山木里恵,
{{birth date and age|1979|1|11}}{{Cite web|和書 |url=https://www.joc.or.jp/games/asia/2018/japan/rifleshooting/team/konishiyukari.html |title=小西 ゆかり (ライフル射撃) - ジャカルタ・パレンバアジア競技大会2018 - JOC |author= |date=2018年8月18日 |work= |format= |publisher=日本オリンピック委員会 |accessdate=2020年1月10日}},,1979,,False,,-1,162cm,こにし ゆかり,-1,小西ゆかり,{{JPN}},,1332213,female,小西ゆかり,55kg
,,1979,,False,,-1,,よねつ みわ,-1,米津美和,,,1863013,female,米津美和,
,,1989,,False,,-1,,やない りな,-1,柳井里奈,,,1884649,female,柳井里奈,
,,1985,,False,,-1,,まつなが ともえ,-1,松長朋恵,,,1896156,female,松長朋恵,
{{Birth year and age|1979}},{{JPN}} 秋田県,1979,,False,桐朋学園芸術短期大学慶應義塾大学環境情報学部,-1,,さなみ ゆうこ,-1,佐波優子,,ジャーナリスト、キャスター,1988130,female,佐波優子,
,,1985,,False,,-1,,くにはら よりこ,-1,國原頼子,,,1990709,female,國原頼子,
,,1989,,False,,-1,,うえの ともえ,-1,上野巴恵,,,2017237,female,上野巴恵,
,,1981,,False,,-1,,いぬい ようこ,-1,乾曜子,,,295183,female,乾曜子,
,,1982,,False,,-1,,にしむら みき,-1,西村美樹,,,513843,female,西村美樹,
,,1982,,False,,-1,,ふくしま わかな,-1,福島和可菜,,,702036,female,福島和可菜,
1975年12月15日,{{Flagicon|JPN}} 東京都,1975,,False,聖心女子大学文学部（中退）[https://www.itmedia.co.jp/enterprise/articles/0806/07/news001.html 有馬あきこのはじめましてインターネット{{Nowiki|[番外編]}}]、2008年06月07日学習院大学文学部（中退）,-1,,ありま あきこ,-1,有馬あきこ,,実業家、ウェブデザイナー,710622,female,有馬あきこ,
{{生年月日と年齢|1973|12|25}},栃木県宇都宮市,1973,,False,,-1,158cm,ぬまお まきえ,-1,沼尾マキエ,,,733163,female,沼尾マキエ,60kg
,,1989,,False,,-1,,みやもと かなこ,-1,宮本佳那子,,,928569,female,宮本佳那子,
,,1965,,False,,-1,,わかばやし あき,-1,若林亜紀,,,1068970,female,若林亜紀,
,,1966,,False,,-1,,あだち まり,-1,足立真理,,,1072993,female,足立真理,
,,1987,,False,,-1,,あんどう せいこ,-1,安藤成子,,,1079059,female,安藤成子,
,,1988,,False,,-1,,いけだ さよ,-1,池田沙代,,,2317950,female,池田沙代,
,,1985,,False,,-1,,ふくしま まい,-1,福島舞,,,2346236,female,福島舞,
,,1984,,False,,-1,,いそべ なお,-1,磯部奈央,,,2447078,female,磯部奈央,
,,1986,,False,,-1,,いえむら マリエ,-1,家村マリエ,,,2460047,female,家村マリエ,
{{birth date and age|1990|8|3}},,1990,,False,,-1,157cm,やまなか しの,-1,山中詩乃,{{JPN}},,2469127,female,山中詩乃,42kg
,,1976,,False,,-1,,みよし りさ,-1,三好りさ,,,2470302,female,三好りさ,
,,1991,,False,,-1,,とだ みり,-1,十田美里,,,2486573,female,十田美里,
{{生年月日と年齢|1944|8|24|no}},{{JPN}} 埼玉県浦和市（現・さいたま市）,1944,,False,埼玉県立浦和第一女子高等学校卒業学校法人池坊学園師範科卒業,-1,,いいだ のりこ,-1,飯田則子,,音楽プロデューサーイベントプロデューサー企画プロデューサー代表取締役,2510531,female,飯田則子,
,,1986,,False,,-1,,ひらい のぞみ,-1,平井希,,,2691562,female,平井希,
,,1961,,False,,-1,,きむら ゆうこ,-1,木村優子,,,80412,female,木村優子,
,,1979,,False,,-1,,かわむら ひかる,-1,川村ひかる,,,217998,female,川村ひかる,
,,1946,,False,,-1,,おおとり らん,-1,鳳蘭,,,249000,female,鳳蘭,
,,1975,,False,,-1,,きうち みほ,-1,木内美穂,,,284983,female,木内美穂,
,,1959,,False,,-1,,うえざ りえ,-1,宇江佐りえ,,,314758,female,宇江佐りえ,
{{生年月日と年齢|1954|12|1}},{{JPN1947}}・東京都世田谷区下北沢{{Cite web ja |url=https://www.yomiuri.co.jp/yomidr/article/20130128-OYTEW61695/ |title=[金子マリさん]音楽と仲間と下北沢 |website=ヨミドクター |publisher=読売新聞東京本社 |date=2013-01-28 |accessdate=2026-04-22 }},,,False,,-1,,かねこ マリ,-1,金子マリ,,歌手,420353,female,金子マリ,
1847年11月9日,上野国勢多郡石井村（現・群馬県前橋市）,1847,,False,,-1,,おぶち しち,-1,小渕志ち,{{JPN}},実業家（製糸家）,487300,female,小渕志ち,
,,1968,,False,,-1,,おぶち あきこ,-1,小渕暁子,,,499576,female,小渕暁子,
,,1987,,False,,-1,,かわさき のぞみ,-1,川崎希,,,758300,female,川崎希,
,,1954,,False,,-1,,おさだ ゆりこ,-1,長田百合子,,,848595,female,長田百合子,
,,1967,,False,,-1,,うえまつ えみこ,-1,植松恵美子,,,1101986,female,植松恵美子,
{{Birth year and age|1961}},{{jpn}} 山口県,1961,,False,大東文化大学,-1,,いわたか ようこ,-1,岩高要子,,服飾バイヤー,1196217,female,岩高要子,
,,,,False,,-1,,おおたに かなこ,-1,大谷香奈子,,,1202425,female,大谷香奈子,
,,,,False,,-1,,うしくぼ まりこ,-1,牛窪万里子,,,1433011,female,牛窪万里子,
,,1961,,False,,-1,,かとり ようこ,-1,鹿取洋子,,,1481235,female,鹿取洋子,
,,1993,,False,,-1,,うちだ まゆみ,-1,内田眞由美,,,1495360,female,内田眞由美,
,,1948,,False,,-1,,かわさき あかね,-1,川崎あかね,,,1560928,female,川崎あかね,
{{1960年3月12日生|1960}},{{JPN1947}}・神奈川県,1960,,False,一橋大学社会学部スタンフォード大学経営大学院,-1,,かいふ みち,-1,海部美知,,実業家経営コンサルタント,1669041,female,海部美知,
{{生年月日と年齢|1945|1|10}},{{JPN}}・東京都,1945,,False,日本大学藝術学部,-1,,さがら なおみ,-1,佐良直美,,歌手、女優、タレント、実業家,236099,female,佐良直美,
,,1985,,False,,-1,,こさか ゆか,-1,小阪由佳,,,365123,female,小阪由佳,
"{{生年月日と年齢|p=0|1942|9|10}}{{Cite journal|和書|title=優駿ロングインタビュー 近藤利一&英子夫妻 ""和""のチカラ、偉大なり|year=2007|month=8|journal=優駿|pages=36-41|publisher=日本中央競馬会}}",{{JPN}} 高知県,1942,,False,,-1,,こんどう ひでこ,-1,近藤英子,,{{Hlist-comma| 実業家 | 馬主 }},707097,female,近藤英子,
,,1968,,False,,-1,,さえじま なお,-1,冴島奈緒,,,708132,female,冴島奈緒,
,,,,False,,-1,,こんどう のりこ,-1,近藤典子,,,907898,female,近藤典子 (アメニティーアドバイザー),
,,1967,,False,,-1,,さわだ れいな,-1,沢田麗奈,,,1410859,female,沢田麗奈,
,,1967,,False,,-1,,くどう ゆみ,-1,工藤由美,,,1672958,female,工藤由美,
,,1988,,False,,-1,,こひなた えり,-1,小日向えり,,,1686644,female,小日向えり (タレント),
,,,,False,,-1,,さかもと かえこ,-1,坂本佳栄子,,,1729329,female,坂本佳栄子,
,,1934,,False,,-1,,しのはら よしこ,-1,篠原欣子,,,1736738,female,篠原欣子,
,,1958,,False,,-1,,さとみ わか,-1,里見和香,,,1985171,female,里見和香,
,,,,False,,-1,,さくら かの,-1,桜香乃,,,2023108,female,桜香乃,
,,1975,,False,,-1,,こむろ よしえ,-1,小室淑恵,,,2036873,female,小室淑恵,
,,1971,,False,,-1,,さかい のりこ,-1,酒井法子,,,2124399,female,酒井法子,
,,1948,,False,,-1,,たけなか ナミ,-1,竹中ナミ,,,2191357,female,竹中ナミ,
,,1979,,False,,-1,,いまむら くみ,-1,今村久美,,,2266162,female,今村久美,
1973年6月2日,{{Flagicon|JPN}} 静岡県富士市,1973,,False,静岡県立大学卒業,-1,,さかぐち あきこ,-1,阪口あき子,,シンプルウェイ代表取締役,2270244,female,阪口あき子,
,,1952,,False,,-1,,とが きくよ,-1,栂紀久代,,,2295888,female,栂紀久代,
,,1981,,False,,-1,,しらき なつこ,-1,白木夏子,,,2296334,female,白木夏子,
,,1935,,False,,-1,,のおの ちえこ,-1,南野知惠子,,,169283,female,南野知惠子,
文政10年5月6日（1827年5月31日）,長崎銅座町（現 長崎市銅座町）,1827,,False,,-1,,くすもと いね,-1,楠本イネ,,,354196,female,楠本イネ,
,,1853,,False,,-1,,のぐち シカ,-1,野口シカ,,,717647,female,野口シカ,
,,1975,,False,,-1,,とがし なおみ,-1,富樫直美,,,1485317,female,富樫直美,
1952年,,1952,,False,明治大学法学部卒業法政大学大学院社会科学研究科修了新潟大学大学院医歯学総合研究科修了,-1,,かわばた えみこ,-1,河端恵美子,{{JPN}},看護学,1591560,female,河端恵美子,
,,1919,,False,,-1,,うえはら きみこ,-1,上原貴美子,,,1774288,female,上原貴美子,
{{生年月日と年齢|1981|08|21}},{{JPN}}・埼玉県さいたま市,1981,,False,{{仮リンク|BRAC大学|en|BRAC University}}大学院開発学部修士課程 修了慶應義塾大学総合政策学部 卒業埼玉県立大宮工業高等学校,-1,,やまぐち えりこ,-1,山口絵理子,{{JPN}},デザイナー、マザーハウス代表取締役,1881242,female,山口絵理子,
,,1981,,False,,-1,,むらた さやか,-1,村田早耶香,,,1950443,female,村田早耶香,
,,1891,,False,,-1,,みかみ ちよ,-1,三上千代,,,2024816,female,三上千代,
,,1952,,False,,-1,,わたなべ ちえこ,-1,渡邊智恵子,,,2246519,female,渡邊智恵子,
1954年,,1954,,False,,-1,,しんどう たきこ,-1,神藤多喜子,{{JPN}},助産師,2334569,female,神藤多喜子,
,,1948,,False,,-1,,とくなが みずこ,-1,徳永瑞子,,,2343187,female,徳永瑞子,
{{生年月日と年齢|1924|1|13|no}},{{JPN}} 和歌山県日高郡清川村,1924,,False,,-1,,さかもと ふじえ,-1,坂本フジヱ,,助産師,2369548,female,坂本フジヱ,
{{生年月日と年齢|1967|3|15}}{{cite news |title=社外取締役候補者の選任に関するお知らせ|author= |agency=|publisher=豊田通商株式会社|date=2014-4-25 |url=http://www.toyota-tsusho.com/press/detail/140425_002621.html|accessdate=2015-5-4}},,1967,,False,大阪市立大学生活科学部早稲田大学大学院スポーツ科学研究科,-1,,ふじさわ くみ,-1,藤沢久美,,実業家,2413975,female,藤沢久美,
慶応元年11月2日（1865年12月19日）,{{JPN1603}}・志摩国英虞郡片田村,1865,,False,片田小学校,-1,,いとう りき,-1,伊東里き,,助産師、メイド、喫茶店経営など,2433554,female,伊東里き,
