,infobox
1194,"{'名前': '川口 雅代', '出生': '6月7日', '出身地': '{{Flagicon|Japan}}日本・福岡県福岡市（東京育ち）', '職業': '{{Hlist-comma|ジャーナリスト|リポーター|女優|シンガーソングライター|歌手|タレント|ラジオパーソナリティ|声優}}', 'レーベル': 'フォーライフ・レコード', '事務所': 'フリーランス'}"
391,"{'氏名': '高橋 展子', 'ふりがな': 'たかはし のぶこ', '画像': 'Nobuko-Takahashi-1.jpg', '画像サイズ': '200px', '画像説明': '{{small|『婦人と年少者』1966年1月号より}}', '生年月日': '1916年4月19日', '生誕地': '{{CHN1912}}・長春県', '没年月日': '{{死亡年月日と没年齢|1916|4|19|1990|9|25}}', '国籍': '{{JPN}}', '出身校': '東京女子大学卒業早稲田大学卒業', '職業': '官僚、評論家', '肩書き': '女性職業財団会長、駐デンマーク大使、国際労働機関事務局長補、労働省婦人少年局長'}"
239,"{'氏名': '岡井 朝子', 'ふりがな': 'おかい あさこ', '画像': 'Asako Okai UNDP.png', '生年月日': '{{birth year and age|1966}}', '生誕地': '{{JPN}}東京都', '教育': 'M.A. in Art History', '出身校': '一橋大学法学部ケンブリッジ大学エマニュエル・カレッジ', '職業': '国連事務次長補、国連開発計画総裁補兼危機局長', '任期': '2018年 - 2023年', '前任者': '中満泉', '後任者': '野田章子', '親': '岡井紀道（父：元日経統合システム社長）'}"
451,"{'name': 'はぎの みほ', 'image': 'ファイル:MihoHagino.jpg', 'birth_date': '1970年11月11日', 'birth_place': '北海道', 'nationality': '日本', 'education': 'メキシコ合衆国', 'website': 'haginomiho.org'}"
263,"{'氏名': '中島 湘煙', 'ふりがな': 'なかじま しょうえん', '画像': 'File:Nakajima (Kishida) Toshiko.jpg', '画像サイズ': '200px', '出生名': '岸田俊', '生年月日': '{{生年月日と年齢|1864|01|13|死去}}', '生誕地': '京都', '没年月日': '{{死亡年月日と没年齢|1864|01|13|1901|05|25}}', '死没地': '大磯', '墓地': '大運寺', '国籍': '{{JPN}}', '別名': '岸田俊子、中島湘烟', '代表作': '主論文「同胞姉妹に告ぐ」'}"
1253,"{'氏名': '安藤 美冬', 'ふりがな': 'あんどう みふゆ', '生年月日': '{{生年月日と年齢|1980|1|9}}', '生誕地': '{{Flagicon|JPN}} 山形県寒河江市', '出身校': '慶應義塾大学法学部政治学科', '職業': '作家・コメンテーター', '公式サイト': '[http://andomifuyu.com/ &MIFUYU 安藤美冬公式サイト] [https://ameblo.jp/miffy-andomifuyu/ 安藤美冬オフィシャルブログ『LIFE TRAVELLER’S DIARY』]'}"
288,"{'名前': '長谷山 美紀 （はせやま みき）', '全名': '長谷山 美紀（はせやま みき）', '生年月日': '1963年7月18日 (62歳)', '生誕地': '{{JPN}}・北海道', '時代': '20世紀 - 21世紀', '活動地域': '{{JPN}}', '研究分野': '情報情報通信 / 知能情報学 /', '研究機関': '北海道大学', '出身校': '北海道大学', '学位': '博士（工学）', '主な受賞': '映像情報メディア学会 丹羽髙柳賞 業績賞電子情報通信学会論文賞映像情報メディア学会研究奨励賞', '学会': '映像情報メディア学会映像情報メディア学会', 'サイト': 'https://www-lmd.ist.hokudai.ac.jp/member/miki-haseyama/'}"
766,"{'名前': '小原 正子', '本名': '鈴木正子', '生年月日': '{{生年月日と年齢|1975|10|23}}', '出身地': '兵庫県神戸市東灘区', '血液型': 'B型', '身長': '162cm', '方言': '神戸弁', '最終学歴': '日本大学芸術学部演劇学科卒業', 'コンビ名': 'クワバタオハラ', '相方': 'くわばたりえ', '立ち位置': 'ツッコミ', '事務所': 'ホリプロ', '活動時期': '2000年 -', '配偶者': 'マック鈴木', '公式サイト': '[https://com.horipro.co.jp/talent_info/kuwabataohara/ ホリプロ公式プロフィール] [https://ameblo.jp/ohara-kuwaoha 小原 正子オフィシャルブログ]'}"
79,"{'名前': '藍川 はるか  Haruka Aikawa', '画像': 'プロレスリングSECRET BASE202109IMG 5143.jpg', 'リングネーム': '藍川 はるか', 'ニックネーム': '不適切アイドル藍川ハ南無西日本唯一のプロレスするソロアイドル', '身長': '154cm', '体重': '45kg', '誕生日': '非公開', '出身地': '大阪府大阪市天神橋筋6丁目', '所属': 'フリーランス', 'トレーナー': '正岡大介、イデア、ダイナ御堂', 'デビュー': '2018年5月27日対KEN-Z戦'}"
973,"{'氏名': '岩根 順子', 'ふりがな': 'いわね じゅんこ', '生年月日': '1948年', '生誕地': '{{Flagicon|JPN}} 滋賀県彦根市', '職業': '実業家、社会運動家', '出身校': '滋賀大学'}"
904,"{'名前': '小川 恵夢', '本名': '小川 恵夢', 'ニックネーム': 'メギー', '生年月日': '{{生年月日と年齢|1984|11|4}}', '出身地': '福岡県北九州市', '血液型': 'O型', '身長': '153cm', '最終学歴': '九州産業大学卒業', '師匠': '中山功太', '芸風': '漫談', '事務所': 'よしもとクリエイティブ・エージェンシー', '活動時期': '2008年 -', '同期': 'トリテン', '現在の代表番組': 'あるあるYYテレビ', '他の活動': '役者・イラストレーター・コスプレイヤー', '公式サイト': '[https://profile.yoshimoto.co.jp/talent/detail?id=2953 所属事務所のプロフィール]'}"
591,"{'氏名': 'みな子', 'ふりがな': 'みなこ', '画像': 'Minako (22 years old).jpg', '画像説明': '22歳当時', '出生名': '長尾 みつ', '生年月日': '{{生年月日と年齢|1919|11|20|no}}', '生誕地': '北海道當別村', '没年月日': '{{死亡年月日と没年齢|1919|11|20|2010|5|31}}', '国籍': '{{JPN}}', '職業': '芸妓', '活動期間': '1931年 - 2010年', '時代': '昭和 - 平成', '団体': '大江戸小粋組、他', '著名な実績': '芸妓として80年以上の活動、吉原の伝統芸の継承、文化保存など', '活動拠点': '吉原', '非婚配偶者': 'あり', '子供': 'あり'}"
411,"{'氏名': '高橋 喜久江', 'ふりがな': 'たかはし きくえ', '生年月日': '1933年3月6日', '没年月日': '2020年12月26日', '国籍': '{{JPN}}', '出身校': 'お茶の水女子大学文教育学部', '職業': '日本キリスト教婦人矯風会職員', '活動期間': '1950年代～2020年代', '団体': '日本キリスト教婦人矯風会、売買春問題ととりくむ会', '活動拠点': '東京都'}"
793,"{'名前': 'イーちゃん', '画像': '250px', 'キャプション': 'イーちゃん（左。右はゆみみ。2018年9月）', '本名': '鬼塚 和未（おにづか かずみ）', '生年月日': '{{生年月日と年齢|1974|12|26}}', '国籍': '{{JPN}}', '出身地': '大阪府大阪市住之江区', '血液型': 'A型', '身長': '165cm', 'コンビ名': 'マリア', '相方': 'ゆみみ', '芸風': 'コント、漫才', '立ち位置': '右', '事務所': 'サンミュージックプロダクション', '活動時期': '2001年5月 -（※『マリア』としての活動は2009年4月から）', '公式サイト': '[https://www.sunmusic-gp.co.jp/talent/maria/ マリア公式プロフィール]'}"
1290,"{'名前': '鹿野圭生', '分類': 'LPSA', '棋士番号': '8', '生年月日': '{{生年月日と年齢|1961|11|1}}', 'プロ年度': '{{年月日|year=1987|month=4|day=1}}（{{年数|1961|11|1|1987|4|1}}歳）', '引退年度': '{{年月日|year=2017|month=3|day=31}}（{{年数|1961|11|1|2017|3|31}}歳）', '出身地': '香川県高松市', '師匠': '有吉道夫九段', '段位': '女流三段', '作成日時': '2024年9月3日'}"
1234,"{'name': '太田 尚子', 'native_name': 'おおた なおこ', 'image': '{{画像募集中}}', 'residence': '{{JPN}}', 'field': '看護学', 'workplaces': '茨城県立医療大学静岡県立大学', 'alma_mater': '筑波大学医療技術短期大学部看護学科卒業京都大学医療技術短期大学部専攻科助産学特別専攻修了東京大学医学部卒業聖路加看護大学大学院看護学研究科博士前期課程修了聖路加看護大学大学院看護学研究科博士後期課程修了', 'known_for': 'ペリネイタル・ロスのケアに関する研究ペリネイタル・ロスのセルフヘルプグループに関する研究', 'awards': '静岡県立大学学長表彰（2015年）'}"
1319,"{'image': '250px', 'caption': '平成30年11月、人間将棋（姫路市）にて', '名前': '武富礼衣', '分類': '女流', '棋士番号': '60', '生年月日': '1999年{{月日|05|25|on}}（{{年数|1999|05|25}}歳）', 'プロ年度': '{{将棋年度|2017|2018年}}{{月日|02|07|on}}（{{年数|1999|05|25|2018|02|07}}歳）', '出身地': '佐賀県佐賀市', '所属': '日本将棋連盟・関東 (2016年5月-2018年3月)→関西 (2018年4月-2022年9月)→関東 (2022年10月以降)', '師匠': '中田功八段', '段位': '女流二段', '作成日時': '2025年5月7日'}"
879,"{'名前': '{{ruby|木村|きむら}} {{ruby|美穂|みほ}}', '生年月日': '{{生年月日と年齢|1973|11|15}}', '出身地': '{{JPN}}・神奈川県相模原市', '血液型': 'A型', '言語': '日本語', '方言': '首都圏方言', '最終学歴': '洗足学園短期大学（現：洗足こども短期大学）音楽科卒業', 'コンビ名': '阿佐ヶ谷姉妹', '相方': '渡辺江里子', '立ち位置': '左', '事務所': 'ASH&Dコーポレーション', '活動時期': '1994年 -', '同期': 'ロンドンブーツ1号2号ペナルティ設楽統（バナナマン）など'}"
854,"{'コンビ名': 'にゃんこスター', '画像': '250px', 'キャプション': '左からスーパー3助、アンゴラ村長', 'メンバー': '{{Plainlist| * スーパー3助 * アンゴラ村長 }}', '結成年': '2017年', '事務所': 'ワタナベエンターテインメント（2017年10月2日 - ）', '活動時期': '2017年 -', '出身': 'ワタナベコメディスクール20期（アンゴラ）', '影響': 'キュートンなどあらびき団の出演者（アンゴラ村長）', '出会い': 'ライブイベント「大喜利千景」での共演', '旧コンビ名': '{{Plainlist| * アンドレ（スーパー3助） * 御飯をよそう妻、見つめる俺。（アンゴラ村長）暇アフタヌーン（アンゴラ村長） }}', 'ネタ作成者': '両者', '現在の代表番組': '魅力まるごと いまドキッ!埼玉（アンゴラ村長のみ）', '同期': 'スーパー3助アキラ100%酒井健太（アルコ&ピース）三四郎トレンディエンジェルなどアンゴラ村長こゝろあきちゃん（モシモシ）ラパルフェきりやはるか・あんり（ぼる塾）など', '受賞歴': '2020年 ギネス世界記録 取得（アンゴラ村長）', '公式サイト': '[https://www.watanabepro.co.jp/mypage/4000086/ 公式プロフィール]', '芸種': 'コント'}"
200,"{'name': '堤 智恵子', 'background': 'classic', 'school_background': '東京音楽大学', 'origin': '{{JPN}}', 'genre': 'クラシック音楽', 'occupation': '演奏家'}"
1015,"{'headercolor': '#40E0D0', 'name': '小原 日登美 30px', 'image': 'Hitomi Obara London 2012.jpg', 'imagesize': '300px', 'caption': '2012年ロンドン五輪レスリング競技・女子フリースタイル48kg級表彰式にて。', 'birthname': '坂本 日登美', 'nationality': '{{JPN}}', 'birthdate': '{{生年月日|1981|1|4}}', 'birthplace': '{{Flagicon|青森県}}青森県八戸市', 'deathdate': '{{死亡年月日と没年齢|1981|1|4|2025|7|18}}', 'sport': 'レスリング', 'club': '自衛隊体育学校', 'medaltemplates': '{{MedalCountry|{{JPN}}}} {{MedalSport|女子 レスリング・フリースタイル}} {{MedalCompetition|オリンピック}} {{MedalGold|2012 ロンドン|48kg級}} {{MedalCompetition|レスリング世界選手権}} {{MedalGold|2000 ソフィア|51kg級}} {{MedalGold|2001 ソフィア|51kg級}} {{MedalGold|2005 ブダペスト|51kg級}} {{MedalGold|2006 広州|51kg級}} {{MedalGold|2007 バクー|51kg級}} {{MedalGold|2008 東京|51kg級}} {{MedalGold|2010 モスクワ|48kg級}} {{MedalGold|2011 イスタンブール|48kg級}} {{MedalCompetition|アジア大会}} {{MedalBronze|2010 広州|48kg級}} {{MedalCompetition|レスリングアジア選手権}} {{MedalGold|2000 ソウル|51kg級}} {{MedalGold|2005 武漢|51kg級}}', 'show-medals': '""show-medals=yes""'}"
959,"{'name': '金子 マリ', 'background': 'singer', 'born': '{{生年月日と年齢|1954|12|1}}', 'origin': '{{JPN}}・東京都世田谷区下北沢', 'instrument': '歌', 'genre': 'ロック', 'occupation': '歌手', 'years_active': '1972年 -', 'associated_acts': 'Char難波弘之スモーキー・メディスン金子マリ&バックスバニーVoice&Rhythm5th Element will'}"
138,"{'embed': 'yes', 'channel_url': 'UCRUdyowhXEQhoNT7uNEvGJA', 'channel_display_name': '深田えいみ / Eimi Fukada', 'years_active': '2021年 -', 'genre': 'ビデオブログ', 'subscribers': '122万人{{Cite web|和書|url=https://socialblade.com/youtube/channel/UCRUdyowhXEQhoNT7uNEvGJA |title=深田えいみ / Eimi Fukada |work=Social Blade |accessdate=2021-07-17}}', 'views': '3億6511万回', 'silver_button': 'yes', 'gold_button': 'yes', 'stats_update': '{{dts|2023-02-17}}'}"
1025,"{'名前': '有元さくら子', '画像': '250px', 'キャプション': '有元さくら子（2024年1月）', '本名': '有元 桜子（ありもと さくらこ）', '生年月日': '{{生年月日と年齢|2001|8|18}}', '出身地': '東京都世田谷区', '身長': '170.8cm{{Cite web|和書|url=https://web.archive.org/web/20191207214439/https://trendnews.yahoo.co.jp/archives/634493/|title=【インタビュー】現役女子高生芸人・有元さくら子「JKじゃなくなったらただの女体」|work=トレンドニュース|publisher=GYAO!|date=2019-07-23|accessdate=2020-04-23}}→ 172cm', '方言': '標準語', '最終学歴': '高校卒業', '芸風': '主に一人コント', '事務所': 'ケイダッシュステージ', '活動時期': '2018年 -', '受賞歴': '笑顔甲子園2019 優勝', '公式サイト': '[https://www.kdashstage.jp/profile/archives/101 公式プロフィール]'}"
360,"{'name': '市原ひかり', 'background': 'non_vocal_instrumentalist', 'school_background': '洗足学園音楽大学卒業', 'born': '{{生年月日と年齢|1982|12|22}}', 'origin': '{{JPN}}、東京都武蔵野市', '配偶者': 'デビット･ネグレテ', 'instrument': 'トランペット、フリューゲルホルン', 'genre': 'ジャズ', 'occupation': '演奏家', 'years_active': '2005年-', 'label': 'ポニーキャニオン', 'url': '[http://www.hikari-ichihara.com/ 市原ひかりです。]'}"
231,"{'name': '中村姉妹', 'background': 'classic', 'origin': '{{JPN}}', 'instrument': 'ピアノ', 'genre': 'クラシック音楽', 'occupation': 'ピアニスト'}"
413,"{'氏名': '金城 芳子', 'ふりがな': 'きんじょう よしこ', '画像': 'Yoshiko Kinjo.jpg', '画像説明': '1921年（大正10年）', '出生名': '知念 芳子', '生年月日': '{{生年月日と年齢|1902|3|28|no}}', '生誕地': '沖縄県那覇区辻町', '没年月日': '{{死亡年月日と没年齢|1902|3|28|1991|12|3}}', '死没地': '東京都新宿区', '死因': '心不全', '国籍': '{{JPN}}', '出身校': '沖縄県立第一高等女学校', '著名な実績': '里親・里子制度などの福祉活動、「沖縄ふるさとの家」主催による沖縄からの上京者の支援', '影響を受けたもの': '伊波普猷', '配偶者': '金城朝永'}"
158,"{'名前': 'あの', '背景色': 'singer', '別名': 'ano（アーティスト名義）', '出生': '9月4日（年齢非公開）', '出身地': '{{JPN}}', 'ジャンル': 'J-POP', '職業': '{{hlist-comma|歌手{{cite interview |和書|title= あの、歌手・女優・タレントに続きMCも挑戦 ブレイク経て貫く夢を叶える秘訣「信じ抜いて突き進む」＜モデルプレスインタビュー＞ |url= https://mdpr.jp/interview/detail/4290469 |work= モデルプレス |publisher= ネットネイティブ |date= 2024-05-31 |accessdate= 2024-11-26 }}{{cite web ja |title= あの、本田翼＆岡山天音との出会いを明かす「本田翼さんも岡山天音くんも僕も…あの日生き延びたっていうことです」 |url= https://thetv.jp/news/detail/1213981/ |website= WEBザテレビジョン |publisher= KADOKAWA |date= 2024-08-24 |accessdate= 2024-11-26 }}|タレント{{R|モデルプレスインタビュー}}{{R|theTV}}|女優{{R|モデルプレスインタビュー}}|モデル{{R|モデルプレスインタビュー}}}}', '担当楽器': '{{hlist-comma|ボーカル|ギター}}', '活動期間': '2013年 -', 'レーベル': ""TOY'S FACTORY"", '事務所': ""TOY'S FACTORY"", '共同作業者': ""{{plainlist| * ゆるめるモ!（2013年 - 2019年） * I's（2021年 - 2024年）}}"", '公式サイト': '[https://ano-official.com/ ANO OFFICIAL SITE]', '著名使用楽器': 'Gibson・SG Standard', 'module': '{{Infobox YouTube personality | embed = yes | channels = {{ublist|[https://www.youtube.com/channel/UC2tN8yIRVdZ8-Ig2REhPPWg ano official channel]|[https://www.youtube.com/@anochuru あのちゅーる]}} | channel_display_name = ano official channel | years_active = {{ublist|2020年 - |2024年 - }} | genre = {{ublist|音楽|トーク}} | subscribers = {{ublist|約57.8万人|約52.4万人}} | views = {{ublist|約2億520万回|約3079万回}} | stats_update = {{Dts|2025-08-18}} | silver_button = yes | silver_year = | gold_button = no | gold_year = }}'}"
884,"{'名前': 'キシモト マイ', '本名': '岸本 麻衣', '生年月日': '{{生年月日と年齢|1980|8|6}}', '出身地': '{{JPN}}・愛知県名古屋市', '血液型': 'B型', '身長': '160cm', '最終学歴': '愛知県立瀬戸北高等学校（現：愛知県立瀬戸北総合高等学校）', '出身': 'NSC東京校5期', '事務所': 'よしもとクリエイティブ・エージェンシー', '活動時期': '1999年 -', '同期': 'NON STYLEスーパーマラドーナ平成ノブシコブシピースラフ・コントロール5GAP大西ライオン遠山大輔（グランジ）三瓶 など', '過去の代表番組': '新しい波8', '受賞歴': '青枢展小品部門優秀賞'}"
786,"{'名前': 'いがわ ゆり蚊', '本名': '井川 由梨香（いがわ ゆりか）', '生年月日': '{{生年月日と年齢|1982|09|05}}', '出身地': '{{JPN}}・大阪府豊中市', '血液型': 'A型', '身長': '155 cm', '方言': 'チェンバル語、大阪弁', '最終学歴': '京都嵯峨芸術大学（現・嵯峨美術大学）', '出身': 'NSC大阪校27期', 'グループ名': '吉本新喜劇（2014年 - ）', '芸風': '喜劇', '事務所': '吉本興業', '活動時期': '2005年 -', '同期': 'GAGDr.ハインリッヒ諸見里大介トットジュリエッタ など', '公式サイト': '[{{吉本プロフィール|744}} 公式プロフィール]', '受賞歴': '2007年 第28回ABCお笑い新人グランプリ 優秀新人賞'}"
343,"{'name': '松岡 莉子', 'background': 'classic', 'school_background': '王立スコットランド音楽院', 'origin': '{{JPN}}・大阪府豊中市', 'instrument': 'ハープ', 'genre': 'クラシック音楽', 'occupation': '演奏家', 'years_active': '2022年 -', 'label': 'キングレコード', 'url': '{{公式サイト|https://www.imliving.com/harp/profile.html}}'}"
1360,"{'氏名': '井上 華子', 'ふりがな': 'いのうえ はなこ', '生誕地': '{{JPN}}', '職業': 'ガーデンデザイナー', '出身校': '恵泉女学園園芸短期大学', '団体': 'Green Cottage Garden', '公式サイト': '{{URL|www.gcgarden.com}}'}"
1261,"{'image': '222px', '名前': '飯野愛', '分類': '女流', '棋士番号': '48', '生年月日': '{{生年月日と年齢|1986|11|17}}', 'プロ年度': '{{年月日|year=2013|month=10|day=1}}（{{年数|1986|11|17|2013|10|1}}歳）', '出身地': '東京都世田谷区', '所属': '関東', '師匠': '飯野健二八段', '段位': '女流初段', '作成日時': '2018年3月30日'}"
791,"{'名前': '岩間 よいこ', '本名': '岩崎佳い子', '生年月日': '{{生年月日と年齢|1985|4|10}}', '出身地': '愛知県名古屋市', '最終学歴': '南山大学（中退）', '出身': 'ワタナベコメディスクール5期', '活動時期': '2007年 -', '同期': '中村涼子、オナジミチ、さかもとしろう、サギタリウス、西村深村、ガゼル、83幕府', '他の活動': '{{Infobox YouTube personality|embed=yes | name = 岩間よいこ | nationality = 日本 | channel_display_name = よいこチャンネル | channel_url = UCZcxXkNVD5VJZ5oEDjiRsBQ | years_active = 2014 – | genre = {{flatlist| * コメディ * ガジェット * グルメ }} | subscribers = 16.7万人 | views = 22,013,114回 | network = 源氏山楼 | associated_acts = 岩崎夏海五島夕夏 | stats_update = {{dts|2022-4-1}} }}', '配偶者': '岩崎夏海{{Cite web|和書|url=https://ch.nicovideo.jp/huckleberry/blomaga/ar649886|title=岩間よいこの「一生懸命こだわらない」生き方|publisher=岩崎夏海のブロマガ「ハックルベリーに会いに行く」|date=2014-10-24|accessdate=2015-02-21}}', '受賞歴': '『着信御礼!ケータイ大喜利』（NHK総合）最優秀作品賞'}"
356,"{'name': '新井 ひとみ', 'background': 'singer', 'blood': 'O型', 'born': '{{生年月日と年齢|1998|4|10}}', 'origin': '{{JPN}}・宮城県柴田郡大河原町', 'instrument': '歌', 'genre': 'J-POP', 'occupation': '歌手、タレント', 'years_active': '2006年 -', 'label': 'avex trax', 'production': 'エイベックス・マネジメント', 'associated_acts': '東京女子流', 'url': '[https://tokyogirlsstyle.jp/profile/ 東京女子流>新井ひとみ][https://ameblo.jp/hitomi-tokyogirlsstyle/ 新井 ひとみオフィシャルブログ][https://avex.jp/araihitomi/ 新井ひとみソロプロジェクト]'}"
1296,"{'氏名': '岡島 礼奈', 'ふりがな': 'おかじま れな', '画像説明': '岡島礼奈', '生年月日': '{{生年月日と年齢|1979|2|19}}', '生誕地': '{{JPN}}・鳥取県鳥取市', '国籍': '{{JPN}}', '出身校': '東京大学大学院理学系研究科・理学部', '職業': '実業家'}"
876,"{'name': 'おつる', 'birth_date': '{{生年月日と年齢|1996|1|9}}', 'birth_place': '{{JPN}}・東京都', 'channel_url': 'UCB_pHeVqhdJbkjYCzZ_XDLg', 'channel_display_name': 'おつるの部屋', 'years_active': '2020年 -', 'genre': 'ビデオブログ', 'subscribers': '2340人', 'views': '136,374回{{Cite web|和書|url=https://www.youtube.com/watch?v=iVGPczQGAKw&t=3s|title=【100均野球拳】ゲームをしてミスしたら脱いでいくらしいです |publisher=おつるの部屋 |date=2020/12/31|accessdate=2021-7-11}}', 'network': 'SOD女子社員（SOD HANAYA）', 'stats_update': '{{dts|2022-4-1}}'}"
1351,"{'コンビ名': 'ダウ90000', 'メンバー': '蓮見翔園田祥太飯原僚也上原佑太道上珠妃中島百依子忽那文香吉原怜那', '別名': 'ダウ九萬', '結成年': '2020年', '事務所': '株式会社YOU GO sign→オフィスカニバブル', '活動時期': '2020年9月27日 -', '旧グループ名': 'はりねずみのパジャマ（2017年 - 2020年）', '現在の活動状況': 'ライブ、テレビ、ラジオなど', '芸種': 'コント、演劇', 'ネタ作成者': '蓮見翔', '公式サイト': '[https://www.kohen.works/%E3%83%80%E3%82%A690000/ 公式ホームページ]'}"
247,"{'氏名': '加藤 タキ', 'ふりがな': 'かとう たき', '出生名': '加藤多喜子', '生年月日': '{{生年月日と年齢|1945|3|30}}', '生誕地': '{{JPN}}・東京都大田区北千束', '別名': '黒川多喜子', '出身校': '森村学園高等部日本大学芸術学部造形科（中退）米国オレゴン州・マルトノマJr・カレッジ', '職業': 'タキ・オフィス代表', '受賞': '2017年アンチエイジングネットワーク主催「第11回アンチエイジング大賞 特別賞」2009年日本アンチエイジング歯科学会主催「アンチエイジングアワード」1998年東京都中央区ウエルネス・コミュニティ協会主催「感動文化賞 第9回ハーティーファミリー賞」'}"
1158,"{'氏名': '新川 紗世', 'ふりがな': 'あらかわ さよ', '生年月日': '1985年8月23日', '生誕地': '{{JPN}}・静岡県', '国籍': '{{JPN}}', '著名な実績': '教育国際賞「Education 2.0-Outstanding Leadership Award」受賞', '代表作': '『「運命」は小さな一歩で変えられる』（2024年） 『やめたいかもと一度でも思ったら読む教員の転職思考法』（2024年10月31日発売）', '肩書き': 'Re-Career株式会社創業者・代表取締役 Growing-Ups for Children 代表理事'}"
254,"{'氏名': '瓜生 岩', 'ふりがな': 'うりゅう いわ', '画像': 'Uryu Iwa.jpg', '画像サイズ': '200px', '生年月日': '1829年3月19日', '生誕地': '{{JPN}}：陸奥国耶麻郡熱塩村（現：福島県喜多方市）', '没年月日': '{{死亡年月日と没年齢|1829|3|19|1897|4|19}}', '死没地': '{{JPN}}：福島県福島市', '墓地': '示現寺', '別名': '瓜生岩子（通称）', '職業': '社会事業家', '配偶者': '佐瀬茂助', '栄誉': '藍綬褒章（1896年）'}"
11,"{'name': '青木美冴', 'background': 'singer', 'birth_name': '鈴木美冴', 'born': '{{生年月日と年齢|1960|04|28}}', 'school_background': '堀越高等学校 卒業', 'origin': '{{JPN}}・東京都', 'instrument': '歌', 'genre': 'アイドル歌謡曲', 'occupation': '歌手・女優', 'years_active': '1975年 -', 'label': 'CBS・ソニー日本コロムビアキングレコード', 'production': '渡辺プロダクション', 'associated_acts': '新田一郎近田春夫沖山優司'}"
183,"{'氏名': '野尻 知里', 'ふりがな': 'のじり ちさと', '生年月日': '{{生年月日と年齢|1952|||no}}', '生誕地': '{{JPN}}愛知県豊川市{{Sfn|野尻知里|2015|p=81}}', '没年月日': '2015年11月13日{{sfn|日外アソシエーツ|2020|p=489}}', '国籍': '{{JPN}}', '職業': '医師・テルモ上席執行役員{{sfn|日外アソシエーツ|2020|p=489}}'}"
1356,"{'name': '泉 ひかり', 'birth_date': '{{生年月日と年齢|1995|11|15}}{{Cite web|和書|url=https://twitter.com/hhhhi02|title=Hikari Izumi オフィシャルTwitterアカウント|date=|accessdate=2019-11-11}}', 'birth_place': '{{JPN}} 大阪府', 'height': '152 cm{{Cite web|和書|url=http://parkourhikari.info|title=Hikari Izumi オフィシャルサイト|date=|accessdate=2017-10-03}}', 'weight': '45 kg', 'country': '{{JPN}}', 'sport': 'パルクール'}"
852,"{'コンビ名': 'チキチキジョニー', 'メンバー': '岩見真利石原祐美子', '結成年': '1995年（正式には2002年）', '事務所': '松竹芸能', '活動時期': '1995年 -', '出会い': '大阪教育大学', '現在の活動状況': 'テレビ、ラジオ、ライブ', '芸種': '漫才、コント', '現在の代表番組': 'チキチキ・遠藤 Nami乗りジョニーナジャ・グランディーバのレツゴーフライデー など', '過去の代表番組': 'チキチキ!ツキムランド森脇健児のサタデーミーティングAKB48のあんた、誰?チキチキジョニーのブスはラジオでバレませんハピくるっ!など', '受賞歴': '2005年 「第5回新人お笑い尼崎大賞」優秀賞2022年 「第77回文化庁芸術祭」大衆芸能部門（関西参加公演の部）優秀賞', '公式サイト': '[https://www.shochikugeino.co.jp/talents/chikichikijohnny 公式プロフィール]'}"
1083,"{'氏名': '児島 気奈', 'ふりがな': 'こじま きな', '生年月日': '{{生年月日と年齢|1982|2|24|}}', '生誕地': '{{JPN}}・東京都大田区', '職業': '実業家', '団体': '株式会社K-PRO代表{{Cite web|和書|url=http://kpro-web.com/contact.htm |title=会社情報 |publisher =お笑いライブ・イベント制作 Ｋ－ＰＲＯ |accessdate=2021-10-04}}・取締役{{Cite web|和書|url=https://www.grabss.co.jp/712|title=grabss、各種興行主催のK-PROとの資本業務提携 及び 第三者割当増資引受（子会社化）に関するお知らせ |publisher =株式会社grabss |accessdate=2021-10-04}}'}"
